0.01,535.7,706.2,100,
0.02,494.34,741.4,100,
0.03,461.12,773.96,100,
0.04,408.87,804.43,100,
0.05,370.15,830.5,100,
0.06,338.91,856.57,100,
0.07,307.12,876.59,100,
0.08,275.22,891,100,
0.09,233.64,903.76,100,
0.1,200.75,915.42,100,
0.11,151.58,932.8,100,
0.12,101.64,942.48,100,
0.13,63.25,959.64,100,
0.14,40.7,971.41,100,
0.15,25.3,983.95,100,
0.16,14.08,996.27,100,
0.17,11.99,1011.67,200,
0.18,11.99,1021.46,200,
0.19,11.99,1029.71,200,
0.2,11.99,1033.12,200,
0.21,11.99,1033.78,200,
0.22,9.9,1032.68,200,
0.23,11.99,1031.25,200,
0.24,9.9,1026.74,200,
0.25,9.9,1018.05,200,
0.26,6.16,1013.21,200,
0.27,9.9,1002.21,200,
0.28,6.16,997.15,200,
0.29,6.16,992.2,200,
0.3,4.07,991.65,200,
0.31,4.07,986.59,200,
0.32,4.07,981.09,200,
0.33,4.07,982.52,200,
0.34,4.07,985.71,200,
0.35,4.07,995.83,200,
0.36,4.07,999.13,200,
0.37,4.07,1003.09,200,
0.38,4.07,1011.01,200,
0.39,4.07,1019.04,200,
0.4,0,1027.95,200,
0.41,4.07,1031.91,200,
0.42,0,1039.28,200,
0.43,0,1046.54,200,
0.44,0,1046.98,200,
0.45,0,1048.19,200,
0.46,0,1051.05,200,
0.47,0,1049.29,200,
0.48,0,1048.19,200,
0.49,0,1049.84,200,
0.5,0,1044.01,200,
0.51,0,1047.97,200,
0.52,0,1047.75,200,
0.53,0,1046.21,200,
0.54,0,1047.64,200,
0.55,4.07,1041.7,200,
0.56,6.16,1036.64,200,
0.57,8.25,1012.99,200,
0.58,18.59,987.91,300,
0.59,35.09,972.07,300,
0.6,81.29,953.37,300,
0.61,147.18,931.48,300,
0.62,192.39,912.89,300,
0.63,235.73,889.57,300,
0.64,273.24,868.01,300,
0.65,300.74,839.08,300,
0.66,326.37,816.42,300,
0.67,350.79,782.76,300,
0.68,377.85,745.91,300,
0.69,407.11,704.55,300,
0.7,446.93,659.01,300,
0.71,490.6,617.1,300,
0.7199,561.77,563.97,300,
0.7299,649.99,497.2,400,
0.7399,728.97,433.29,400,
0.7499,794.97,376.31,400,
0.7599,866.03,313.5,400,
0.7699,924.11,237.49,400,
0.7799,973.28,158.29,400,
0.7899,1011.78,107.91,400,
0.7999,1045.55,65.78,400,
0.8099,1075.58,20.46,400,
0.8199,1092.19,11.55,400,
0.8299,1105.28,3.96,400,
0.8399,1111.99,3.96,500,
0.8499,1112.32,0,500,
0.8599,1103.85,0,500,
0.8699,1095.71,0,500,
0.8799,1087.68,0,500,
0.8899,1075.36,0,500,
0.8999,1062.71,0,500,
0.9099,1054.9,0,500,
0.9199,1044.45,0,500,
0.9299,1034.11,0,500,
0.9399,1032.46,0,500,
0.9499,1031.14,0,500,
0.9599,1032.24,0,500,
0.9699,1037.74,0,500,
0.9799,1034.44,0,500,
0.9899,1040.27,0,500,
0.9999,1045.88,0,500,
1.0099,1047.64,0,500,
1.0199,1047.09,0,500,
1.0299,1048.3,0,500,
1.0399,1051.93,0,500,
1.0499,1053.91,0,500,
1.0599,1051.6,0,500,
1.0699,1053.8,0,500,
1.0799,1051.16,0,500,
1.0899,1046.43,0,500,
1.0999,1043.79,0,500,
1.1099,1043.02,0,500,
1.1199,1042.47,0,500,
1.1299,1044.23,0,500,
1.1399,1047.09,0,500,
1.1499,1044.56,0,500,
1.1599,1046.21,0,500,
1.1699,1044.89,0,500,
1.1799,1033.45,0,500,
1.1899,1013.87,0,500,
1.1999,991.1,0,500,
1.2099,986.37,0,500,
1.2199,984.83,0,500,
1.2299,984.94,0,500,
1.2399,980.21,0,500,
1.2499,977.24,0,500,
1.2599,958.76,0,500,
1.2699,948.53,13.64,600,
1.2799,925.1,54.89,600,
1.2899,897.38,150.04,600,
1.2999,860.97,214.94,600,
1.3099,819.17,299.42,600,
1.3199,772.2,370.04,600,
1.3299,717.64,409.75,600,
1.3399,658.24,440,600,
1.3499,589.16,456.5,600,
1.3599,521.51,485.1,600,
1.3699,451.33,563.86,100,
1.3799,368.28,648.78,100,
1.3899,272.91,695.75,100,
1.3999,215.6,781.11,100,
1.4099,167.64,846.67,100,
1.4199,112.75,905.74,100,
1.4299,49.06,955.24,100,
1.4399,13.53,999.79,100,
1.4499,0,1034.77,100,
1.4599,0,1058.2,200,
1.4699,0,1072.83,200,
1.4799,0,1082.84,200,
1.4899,0,1085.37,200,
1.4999,0,1083.28,200,
1.5099,0,1078.99,200,
1.5199,0,1068.1,200,
1.5299,0,1058.86,200,
